Timestamp,Channel_0,Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7
1741000362.3706088,-0.08833557579288041,-0.0922845987136515,-0.10569564591974286,-0.07447301140991981,-0.029259495617468267,-0.05839043591665166,-0.01986203509363084,-0.021683124173978694
1741000362.3706088,-0.08762031994188887,-0.0915486481267046,-0.10503675222980945,-0.07367802837340441,-0.02877836684836796,-0.057462892129085834,-0.022406152471884343,-0.024757532240157327
1741000362.4021509,-0.08675800748793348,-0.09070230972008801,-0.10250097950315085,-0.0727074738673323,-0.027711825007092777,-0.05671950288128862,-0.019151213828915447,-0.020715383007587143
1741000362.4021509,-0.08624736249404892,-0.09024316314747485,-0.1005511443696245,-0.07228280262673692,-0.026975731368975686,-0.05655718748683695,-0.014167263375483005,-0.01477470632786842
1741000362.4021509,-0.08612591205055056,-0.09009438993046862,-0.10107051548489117,-0.07231141286077658,-0.02709799243577184,-0.05659886306108805,-0.014046528187835633,-0.014878895263496186
1741000362.4021509,-0.08590995246727451,-0.08981782433475188,-0.10215741827605791,-0.07213493540047526,-0.027328066401174116,-0.05621386467836101,-0.018008473397647964,-0.01980943994672126
1741000362.4021509,-0.08526283665702077,-0.08915287481194675,-0.10164410299366299,-0.07140284719512373,-0.026916698919407185,-0.05534587786132107,-0.020595172340897167,-0.022922138042789638
1741000362.4021509,-0.08445307166625154,-0.08838378403723725,-0.099207369360505,-0.07054935622999722,-0.025903992001849962,-0.054680499185005345,-0.017427637962919434,-0.018991711774144333
1741000362.4021509,-0.0839843406652351,-0.08792110886909252,-0.09727689381867884,-0.07011400383536037,-0.025194029044155762,-0.05452962788416953,-0.012506439289480652,-0.013120176493354792
1741000362.4021509,-0.08391944311768845,-0.08784095253005807,-0.09784137373628136,-0.07023078127396559,-0.025360540606266593,-0.05463882361075424,-0.012421705312999855,-0.013255455216638993
1741000362.432009,-0.08372694392632493,-0.08763357601699392,-0.09900194788010024,-0.07010904472812683,-0.0256558935890027,-0.05430279641195841,-0.016387751323024537,-0.018180420904226332
1741000362.432009,-0.08315998445510564,-0.08702460718545972,-0.0985902466122695,-0.06939798504479444,-0.025289491858401434,-0.05347233668523384,-0.01899271313233572,-0.0213023696426342
1741000362.432009,-0.082385505419652,-0.08624674260564473,-0.09622274974548752,-0.06853600637690284,-0.024303726244564894,-0.05282374267955471,-0.01587949051530995,-0.017425253776749465
1741000362.432009,-0.08190728535767906,-0.08582326345813433,-0.09426814623962124,-0.06813603530502838,-0.023594383175274885,-0.05270872953871527,-0.011014129481971906,-0.011626340806697263
1741000362.432009,-0.08192783704246422,-0.08582889013749546,-0.09494635183753142,-0.06834665431128369,-0.02382727048035773,-0.05287609940784729,-0.010959293200062555,-0.011778404200618065
1741000362.432009,-0.08181291926907158,-0.08566771915240537,-0.09617768862687505,-0.06824971330161263,-0.02414422418979378,-0.05257426143872886,-0.014915468679343555,-0.016687205105972994
1741000362.432009,-0.08123923639285296,-0.08509737413682472,-0.09573403926436669,-0.06763511779071729,-0.023792222943659146,-0.05180407393838117,-0.017547133373758423,-0.019849732692993782
1741000362.432009,-0.08048793164697145,-0.08436795621998355,-0.0933918624547098,-0.06680489648260972,-0.02282748585184176,-0.05117212155216845,-0.014490225234067384,-0.016035750076889902
1741000362.4613109,-0.08011680922775365,-0.08396421813396053,-0.09159237410106189,-0.06642733676073298,-0.02218919153041691,-0.051088531985049236,-0.009702302567530024,-0.010307599752362465
1741000362.4613109,-0.08011885962785982,-0.08396002196630138,-0.09229117906748062,-0.0666039572722045,-0.022426179635712105,-0.05127645353896641,-0.009640313727110758,-0.01046176123011284
1741000362.4613109,-0.0800186761249976,-0.08383990666705819,-0.0935616641937352,-0.06655093297178433,-0.022756723206316994,-0.05099573945931393,-0.01358347154990371,-0.015345099027172472
1741000362.4613109,-0.07952181172717548,-0.08334347142274667,-0.09321734002706787,-0.06598297214237364,-0.022463420623687065,-0.05026870572864273,-0.01625304480442113,-0.018548586932593376
1741000362.492092,-0.07883426011947901,-0.08265415551728443,-0.09097701565059217,-0.06516443334649892,-0.021561530679310135,-0.049679525642319304,-0.013264562807808284,-0.014809563129673407
1741000362.492092,-0.07839309031058743,-0.08227268573008893,-0.0890801571337626,-0.06481610374706605,-0.020888617974697293,-0.04959970308934865,-0.008502484719353418,-0.009115411299929767
1741000362.492092,-0.07848111446398279,-0.08232952472838106,-0.08983923432655823,-0.06508647045874084,-0.021180966882859236,-0.04983449774336747,-0.008465434466272057,-0.009275962396615668
1741000362.492092,-0.07845083529962416,-0.08224316950530469,-0.09117275733514685,-0.06509176335203819,-0.021557429879097784,-0.049619348783389215,-0.012416317052255718,-0.014171650278035753
1741000362.492092,-0.07795058535744066,-0.08174158441886602,-0.09086052431432734,-0.06450797152645889,-0.021275666757530516,-0.04890552344409966,-0.015099146381878181,-0.01738252916058357
1741000362.492092,-0.0772802475738914,-0.08107644416116729,-0.08863564946423307,-0.06374131262164276,-0.020367101091877664,-0.048331029944583256,-0.012151243233878254,-0.013687088280850686
1741000362.492092,-0.0769171837039281,-0.08075600953992308,-0.08685838172568928,-0.06342769677284467,-0.019748166362152986,-0.048290737198310736,-0.007448149911268491,-0.00805010923546297
1741000362.492092,-0.07699610026615415,-0.08081046435204524,-0.08759662113135935,-0.06366263447803369,-0.020029452646486257,-0.04852052506137262,-0.00740084765765625,-0.00818786751236394
1741000362.522275,-0.07697798045126238,-0.08071419091450177,-0.08893543703324532,-0.06367536603218134,-0.020426228908892962,-0.04831748776713782,-0.011333658112471527,-0.013047125029106856
1741000362.522275,-0.07653495097715822,-0.08028079355252431,-0.08868056753167533,-0.06314106991149065,-0.020171740877110173,-0.04763847154592985,-0.014038517322304529,-0.016294243541438245
1741000362.522275,-0.07588974251584045,-0.0796805985260956,-0.08651677553125574,-0.062408695603798726,-0.01929822274815591,-0.04709940705289923,-0.011150314196000695,-0.012668754683932332
1741000362.522275,-0.07549821146300768,-0.07932397195879122,-0.08471828853579921,-0.062089405391916104,-0.01867857276258024,-0.047044475403543076,-0.006474686698069007,-0.007063485314605241
1741000362.522275,-0.07555075892619385,-0.0793761856359136,-0.08543092178200377,-0.06230693853806433,-0.018936827808511584,-0.047260530354265924,-0.006400872294246679,-0.007179213711295672
1741000362.522275,-0.07566748868107567,-0.07939034770176323,-0.08692246864993813,-0.06243697205177459,-0.019411042437718972,-0.04716416154927566,-0.010369207122994535,-0.012086774839842216
1741000362.522275,-0.07522827390484348,-0.07891770663542802,-0.08675342985048713,-0.06188484221853252,-0.019208052827207573,-0.04648962759806724,-0.013082172565805442,-0.015322401574834341
1741000362.522275,-0.07459837191873692,-0.07833067231665757,-0.08460132036230039,-0.06115542430169135,-0.01834278398240141,-0.04596391454758846,-0.010228110985455605,-0.011737777668281745
1741000362.552085,-0.07425423848696319,-0.07803946781785721,-0.0828498495181157,-0.06089445128352624,-0.017752459486716395,-0.04596148267769509,-0.005604935583263295,-0.006206561121393978
1741000362.552085,-0.0743476032173793,-0.07811318685423274,-0.08360000985463564,-0.061147985640841035,-0.01804023075743199,-0.046213681890754706,-0.005534602091249128,-0.006313324978085315
1741000362.552085,-0.07441908111875505,-0.07816416075454674,-0.08503929536172421,-0.06132527372444014,-0.018487742501535696,-0.04610033768023425,-0.009465886666915621,-0.011169816838871064
1741000362.552085,-0.07401000245571128,-0.07773839278831318,-0.0848202363364272,-0.060812530646726,-0.01826839737389829,-0.04545651204689506,-0.012192966491852761,-0.01443133583566908
1741000362.552085,-0.07341586326215431,-0.07714053426433105,-0.08274380091727536,-0.060074434292226135,-0.017438843637918304,-0.0449374270339688,-0.009376956522775674,-0.010893871131558529
1741000362.552085,-0.07311006754399373,-0.07686244278946554,-0.08107053137946577,-0.05982476231650669,-0.016870692073614024,-0.04493938206662818,-0.004783249661644216,-0.0053766735993501956
1741000362.552085,-0.07322045536366342,-0.07696491511105093,-0.0818535934851313,-0.060087976469671574,-0.017195322862517383,-0.04521437409947273,-0.004718495165267782,-0.005480004227956773
1741000362.552085,-0.07325264187695804,-0.07697068484158226,-0.08323489558456616,-0.060180053739555886,-0.017627289712792874,-0.045086724771932436,-0.008622123181362603,-0.010298015323959178
1741000362.582384,-0.07286997999667758,-0.07655130649428422,-0.08306847938990213,-0.05968485827205275,-0.01741028108760204,-0.04444938412497558,-0.011358310597469034,-0.013579323065967961
1741000362.582384,-0.0723185177355631,-0.0760293127742306,-0.08102761602840627,-0.059045133438925916,-0.016604473845874972,-0.043988282519703034,-0.00859956878019467,-0.010113813100467156
1741000362.582384,-0.0720555420010152,-0.0758007170042537,-0.07940679858633604,-0.05881615619916182,-0.016052487063803102,-0.04399486287353215,-0.00403981273012361,-0.004619313020596955
1741000362.582384,-0.07215911104823877,-0.07590466752126447,-0.08017813049604532,-0.0590967749113675,-0.01637563965728108,-0.044278771762652394,-0.003961134586514541,-0.004711962495162059
1741000362.582384,-0.07225857929525001,-0.07594076409987785,-0.08164817200472653,-0.05922847735539674,-0.016854813393722013,-0.04419279800936321,-0.007870246230800298,-0.009537078465950978
1741000362.582384,-0.0718701953681616,-0.07553588160449323,-0.0815060745089962,-0.058743057051190484,-0.016660073067358717,-0.04357133604229836,-0.010625888606053699,-0.012825824868810074
1741000362.582384,-0.0712866419611993,-0.07499343156710125,-0.07944952320250194,-0.058069572141896855,-0.01584000839233522,-0.04308210104022015,-0.007881213487182168,-0.00937805324841386
1741000362.582384,-0.07101880248686467,-0.07473665471659528,-0.07779861733096667,-0.05780907596096574,-0.01530132536909179,-0.04310794561830265,-0.0033599858856178523,-0.003937769562048817
1741000362.6123269,-0.07119036852365584,-0.0749042630043443,-0.07865682898470971,-0.0581673237748657,-0.01564378987054654,-0.04343424533752498,-0.0032819276304129757,-0.004030275985443723
1741000362.6123269,-0.07127414882566865,-0.07494503258785082,-0.08009320578467093,-0.05833273861133834,-0.016105702099116874,-0.04334450457008725,-0.007162572091829269,-0.008814670056449526
1741000362.6123269,-0.07091485196985389,-0.07459498637437556,-0.07998820622574536,-0.05788408245787305,-0.015945675523388367,-0.042754561544189426,-0.00993852773325083,-0.012130596181646299
1741000362.6123269,-0.0703822247794822,-0.07404957994613282,-0.07804209042264419,-0.05719786599443177,-0.015189030200486118,-0.042281872794130815,-0.007249261100969444,-0.008721972898161021
1741000362.6123269,-0.07010894936068003,-0.07381774168296476,-0.07640301011451198,-0.056982240197219515,-0.014640858116286203,-0.042316109707531614,-0.0027421478815313613,-0.003305054236261702
1741000362.6123269,-0.07026687785257896,-0.07398554070560737,-0.07719289099262364,-0.05732603984292945,-0.014972975249763274,-0.04264493666409412,-0.0026543621467529995,-0.003378105700509638
1741000362.6123269,-0.07035380528033613,-0.07403694375943197,-0.07861820516875617,-0.05747576673440368,-0.015429546901312874,-0.0425623484551663,-0.006509543499873994,-0.008137513500454135
1741000362.6123269,-0.07003651778483629,-0.07366749027053314,-0.07853838261578551,-0.05703588438604388,-0.01526580099515921,-0.041986519811394715,-0.009293891476613856,-0.011486484445966718
1741000362.641429,-0.06953326376807864,-0.07315765589994637,-0.0766550662764014,-0.05638662280823716,-0.014515545291192485,-0.041525704308462565,-0.006624175170926238,-0.008113290168967223
1741000362.641429,-0.06928921847172033,-0.07297545639283712,-0.07508822680921932,-0.05621200501314843,-0.014021875702838126,-0.041590935642072994,-0.0021656039819087816,-0.002741146523339973
1741000362.641429,-0.06944948346606583,-0.07314316004803294,-0.07585569633733324,-0.05654989187715683,-0.014337208165678595,-0.04191322992852978,-0.002050876943409739,-0.0027847294465270576
1741000362.641429,-0.06953359755414244,-0.07318717212473062,-0.07727729118304064,-0.05666981644150641,-0.014782860244569724,-0.041821248026092266,-0.005885649662915774,-0.007519675496367645
1741000362.671365,-0.06922284272874832,-0.07285319532604097,-0.07724853789783077,-0.05625549256888871,-0.014655878489157025,-0.04126144111338289,-0.00869598526890833,-0.010880805791347084
1741000362.671365,-0.06871062417199157,-0.07235585409098486,-0.07532836204025889,-0.05562721182937775,-0.013909199064445259,-0.04081769638342774,-0.006060696611515104,-0.007546664483811725
1741000362.671365,-0.06844226017669955,-0.0721141452970731,-0.07372442463627206,-0.05538116381663666,-0.013378669957903135,-0.04084940605948836,-0.0015896322869669952,-0.0021706584565891218
1741000362.671365,-0.06863080161902092,-0.07230483250694746,-0.07453848116214723,-0.0557412712957492,-0.013725139892123435,-0.04120727240360113,-0.001489210365487783,-0.0022312644690298047
1741000362.671365,-0.06873289247081911,-0.07241784293140412,-0.07600590006604148,-0.055964526488705355,-0.014218618745584197,-0.04115458188924476,-0.005325985801376595,-0.006957722816105292
1741000362.671365,-0.0684715856665902,-0.07210155679409566,-0.07601734415965734,-0.05559369017182794,-0.0140916846738949,-0.04062004734993708,-0.008150435789495383,-0.010344077800763032
1741000362.671365,-0.06797743924100184,-0.07159796899127421,-0.07414013133686835,-0.054953679236360714,-0.013353159165884436,-0.04017544431296074,-0.005535460398270317,-0.007026911898757874
1741000362.671365,-0.06772910240953758,-0.07137662114725403,-0.0725803490607494,-0.054720934982448066,-0.012849666730509792,-0.040220457747849804,-0.001089286977336714,-0.0016754153053625803
1741000362.671365,-0.06791535503313578,-0.0715572947752145,-0.07335954878481958,-0.05506897847954055,-0.013182499119837855,-0.0405758445383458,-0.0009649755104343846,-0.0017111780979121572
1741000362.671365,-0.06804262289088887,-0.07168046183275524,-0.07482362982807586,-0.055286559309412175,-0.013672783163830854,-0.040534788852498886,-0.00479645805302586,-0.006419230527755462
1741000362.671365,-0.06773677948900489,-0.07135873975097924,-0.07482768294456481,-0.054874381204347455,-0.013532211547249318,-0.03997240701872594,-0.007611228245294562,-0.009800531037732863
1741000362.671365,-0.06723776932362979,-0.07085734539943418,-0.07293359008369242,-0.05424881843707025,-0.012787725573813925,-0.03954659136876897,-0.005029297674385305,-0.006537962999020058
1741000362.7022889,-0.0670260059080129,-0.07064267327668992,-0.07139950933448576,-0.05401259327134945,-0.012303401995245855,-0.03959723148301918,-0.0006098271385553859,-0.0012033464437081647
1741000362.7022889,-0.06724172707267195,-0.07090073758772766,-0.07222806171227436,-0.054451569628964656,-0.012670328246804514,-0.0399840895309588,-0.0004881382764400255,-0.001225900844876098
1741000362.7022889,-0.06737705347967955,-0.07100192244878127,-0.0737219927663787,-0.05465727721170982,-0.013169815249413606,-0.03994899431053681,-0.004302311627437505,-0.005941868772803709
1741000362.7022889,-0.06709185713002752,-0.07070122888902443,-0.0737554667402051,-0.054266985935685436,-0.013068344286019605,-0.03941531807825033,-0.007140780630235727,-0.00932822375746145
1741000362.73216,-0.06660200223954511,-0.07020107431428774,-0.0718869800387982,-0.053629883707345574,-0.012331296973434524,-0.03897576951595433,-0.004575682413686471,-0.006081200612576861
1741000362.73216,-0.06635457139882545,-0.06996189275771617,-0.0703220479205521,-0.05340009584428369,-0.011822130174975347,-0.039016539099460845,-0.0001587867989201216,-0.000761556746412391
1741000362.73216,-0.06657997235933458,-0.07020832224024445,-0.07114154039089482,-0.0538136090936036,-0.01217446520717378,-0.03939848572389033,-1.2683870424249954e-05,-0.0007598878160934107
1741000362.73216,-0.0667226420597457,-0.07035957501086747,-0.07263017855170181,-0.05407176877208815,-0.012676670182016639,-0.03939324051431639,-0.0038195616117416157,-0.0054533013428530895
1741000362.73216,-0.06642471415594602,-0.07004324118983561,-0.07267109118637852,-0.053683289477552944,-0.012572147460325075,-0.03886037490532769,-0.006666041480070942,-0.00885820529591321
1741000362.73216,-0.06594549273578168,-0.06956730994658585,-0.07081171207614091,-0.053064831585062255,-0.011842872594654103,-0.03843026772026478,-0.004127407730008374,-0.005636073054643127
1741000362.73216,-0.06576081367505567,-0.06936651378735081,-0.0693084826959737,-0.05285492783465794,-0.011354877369384276,-0.03849383012355623,0.00026154522284590597,-0.0003360271987958249
1741000362.73216,-0.06597186183482157,-0.06954647215946029,-0.07012816590121,-0.05318485151685864,-0.011689140270414322,-0.03884201667181891,0.00043716437612602847,-0.00030117039699083725
1741000362.761467,-0.06611133672576493,-0.06970478212114642,-0.07160693353127331,-0.05344448939076857,-0.012214233432488909,-0.03885536811437075,-0.0033752923608290713,-0.004990053970027569
